word,pos,category_codes,category_names
relocate,v,VERB,通用商務動詞
rely,v,VERB,通用商務動詞
remain,v,VERB,通用商務動詞
remake,v,VERB,通用商務動詞
remark,v,VERB,通用商務動詞
remarkable,a,GENADJ,一般形容詞
remember,v,VERB,通用商務動詞
remind,v,VERB,通用商務動詞
remote,a,GENADJ,一般形容詞
remotely,a,GENADJ,一般形容詞
removal,n,GENN,一般名詞
remove,v,VERB,通用商務動詞
render,v,VERB,通用商務動詞
renew,v,VERB,通用商務動詞
renewal,n,GENN,一般名詞
renovation,n,GENN,一般名詞
renowned,a,GENADJ,一般形容詞
rent,n,HOME,居家／房間／家具
rental,a,HOME,居家／房間／家具
repair,v,VERB,通用商務動詞
repeat,v,VERB,通用商務動詞
repetition,n,GENN,一般名詞
repetitive,a,GENADJ,一般形容詞
replace,v,VERB,通用商務動詞
replacement,n,GENN,一般名詞
replay,v,VERB,通用商務動詞
reply,v,VERB,通用商務動詞
report,v,MEDIA,媒體與傳播
represent,v,VERB,通用商務動詞
representative,a,GENADJ,一般形容詞
reputation,n,GENN,一般名詞
request,v,VERB,通用商務動詞
require,v,VERB,通用商務動詞
requirement,n,GENN,一般名詞
reschedule,v,VERB,通用商務動詞
research,v,EDU,教育與學術
resemblance,n,GENN,一般名詞
resemble,v,VERB,通用商務動詞
reservation,n,HOTEL|FOOD,飯店與住宿、餐飲
reserve,v,HOTEL,飯店與住宿
residence,n,HOME,居家／房間／家具
resident,n,GENN,一般名詞
residential,a,HOME,居家／房間／家具
residual,a,GENADJ,一般形容詞
residue,n,GENN,一般名詞
resign,v,HR,人資／招聘
resignation,n,HR,人資／招聘
resist,v,VERB,通用商務動詞
resistance,n,GENN,一般名詞
resolute,a,GENADJ,一般形容詞
resolve,v,CS,客戶服務
resource,n,GENN,一般名詞
respect,n,GENN,一般名詞
respond,n,CS,客戶服務
response,n,CS,客戶服務
responsible,a,GENADJ,一般形容詞
responsive,a,GENADJ,一般形容詞
restriction,n,GENN,一般名詞
resume,v,HR,人資／招聘
retai,v,VERB,通用商務動詞
retail,n,MKT|SHOP,行銷與業務、購物與零售
retailer,n,MKT|SHOP,行銷與業務、購物與零售
retainable,a,GENADJ,一般形容詞
retainer,n,GENN,一般名詞
retire,v,HR,人資／招聘
retirement,n,HR,人資／招聘
retrieve,v,VERB,通用商務動詞
return,v,VERB,通用商務動詞
reveal,v,VERB,通用商務動詞
revenue,n,FIN,財務／會計
reverse,a,GENADJ,一般形容詞
review,v,VERB,通用商務動詞
revise,v,VERB,通用商務動詞
revision,n,GENN,一般名詞
revive,v,VERB,通用商務動詞
revolve,v,VERB,通用商務動詞
reward,n,GENN,一般名詞
rigorous,a,GENADJ,一般形容詞
rise,v,VERB,通用商務動詞
rival,n,GENN,一般名詞
rivalry,n,GENN,一般名詞
robust,v,VERB,通用商務動詞
route,n,LOG|TRAVEL,物流與運輸、差旅與交通
routine,n,GENN,一般名詞
royal,a,GOV,政府／公共事務
royalty,n,GENN,一般名詞
rule,n,GENN,一般名詞
run,v,VERB,通用商務動詞
rush,v,VERB,通用商務動詞
sadden,v,VERB,通用商務動詞
sadly,ad,GENADV,一般副詞
sadness,n,EMOTION,情緒與個性形容詞
safe,n,GENN,一般名詞
safeguard,v,VERB,通用商務動詞
safety,n,GENN,一般名詞
salary,n,HR,人資／招聘
sale,n,MKT,行銷與業務
salvage,n,GENN,一般名詞
sample,n,ORDER,採購／訂單
sanitary,n,GENN,一般名詞
satisfaction,n,CS|EMOTION,客戶服務、情緒與個性形容詞
satisfy,v,CS,客戶服務
savvy,v,VERB,通用商務動詞
scale,n,GENN,一般名詞
scan,v,WORK|TECH,職場／辦公室日常、科技與電腦
scanner,n,WORK|TECH,職場／辦公室日常、科技與電腦
scene,n,GENN,一般名詞
scenery,n,GENN,一般名詞
schedule,n,GENN,一般名詞
scope,n,GENN,一般名詞
scratch,v,VERB,通用商務動詞
screen,n,TECH,科技與電腦
scrutinize,v,VERB,通用商務動詞
seam,n,GENN,一般名詞
seamlessly,ad,GENADV,一般副詞
search,v,VERB,通用商務動詞
season,n,GENN,一般名詞
secret,n,GENN,一般名詞
section,n,GENN,一般名詞
secure,a,GENADJ,一般形容詞
security,n,GENN,一般名詞
seek,v,VERB,通用商務動詞
segment,n,MKT,行銷與業務
seldom,ad,TIME,時間／頻率／程度副詞
select,v,VERB,通用商務動詞
selection,n,GENN,一般名詞
selective,a,GENADJ,一般形容詞
self,n,GENN,一般名詞
self-employed,a,GENADJ,一般形容詞
semester,n,EDU,教育與學術
seminar,n,MEET,會議與簡報
senior,a,GENADJ,一般形容詞
sense,n,GENN,一般名詞
sensible,a,EMOTION,情緒與個性形容詞
sensitive,a,EMOTION,情緒與個性形容詞
separate,v,VERB,通用商務動詞
separation,n,GENN,一般名詞
sequence,n,GENN,一般名詞
series,n,GENN,一般名詞
serious,a,GENADJ,一般形容詞
serve,v,VERB,通用商務動詞
service,n,CS,客戶服務
session,n,GENN,一般名詞
set,v,VERB,通用商務動詞
setback,n,GENN,一般名詞
setup,n,GENN,一般名詞
several,a,GENADJ,一般形容詞
severe,a,GENADJ,一般形容詞
severely,ad,GENADV,一般副詞
shape,n,GENN,一般名詞
share,v,BANK,銀行與投資
shareholder,n,BANK,銀行與投資
sharp,a,GENADJ,一般形容詞
shelf,n,HOME,居家／房間／家具
ship,n,LOG,物流與運輸
shipment,n,LOG,物流與運輸
shipping,n,LOG,物流與運輸
shortage,n,GENN,一般名詞
shredder,n,GENN,一般名詞
sight,n,GENN,一般名詞
sign,n,GENN,一般名詞
signify,v,VERB,通用商務動詞
similar,a,GENADJ,一般形容詞
simulate,v,VERB,通用商務動詞
simulation,n,GENN,一般名詞
sincere,a,EMOTION,情緒與個性形容詞
sincerely,ad,EMOTION,情緒與個性形容詞
sinful,a,GENADJ,一般形容詞
sink,v,VERB,通用商務動詞
site,n,GENN,一般名詞
situation,n,GENN,一般名詞
size,n,GENN,一般名詞
skill,n,GENN,一般名詞
skillful,a,GENADJ,一般形容詞
skim,v,VERB,通用商務動詞
slash,v,VERB,通用商務動詞
slice,n,GENN,一般名詞
slip,v,VERB,通用商務動詞
slippery,a,GENADJ,一般形容詞
slogan,n,MKT,行銷與業務
slope,n,GENN,一般名詞
sloppy,a,GENADJ,一般形容詞
slot,n,GENN,一般名詞
slump,v,VERB,通用商務動詞
smoothl,ad,GENADV,一般副詞
soar,v,VERB,通用商務動詞
society,n,GENN,一般名詞
software,n,TECH,科技與電腦
sola,a,GENADJ,一般形容詞
solace,n,GENN,一般名詞
solely,ad,GENADV,一般副詞
solicit,v,VERB,通用商務動詞
solve,v,VERB,通用商務動詞
sophisticated,a,EMOTION,情緒與個性形容詞
sort,v,VERB,通用商務動詞
sound,n,GENN,一般名詞
source,n,GENN,一般名詞
space,n,GENN,一般名詞
span,n,GENN,一般名詞
special,a,GENADJ,一般形容詞
specialize,v,VERB,通用商務動詞
specialty,n,GENN,一般名詞
specify,v,VERB,通用商務動詞
speech,n,MEET,會議與簡報
speed,n,GENN,一般名詞
spend,v,VERB,通用商務動詞
splendid,a,GENADJ,一般形容詞
sponsor,n,MKT,行銷與業務
sponsorship,n,MKT,行銷與業務
spot,n,GENN,一般名詞
spray,n,GENN,一般名詞
spread,v,VERB,通用商務動詞
spring,n,GENN,一般名詞
sprinkle,v,VERB,通用商務動詞
spy,n,GENN,一般名詞
square,n,GENN,一般名詞
stability,n,GENN,一般名詞
stable,n,GENN,一般名詞
stack,n,GENN,一般名詞
staff,n,WORK,職場／辦公室日常
stage,n,GENN,一般名詞
stake,n,GENN,一般名詞
stance,n,GENN,一般名詞
stand,v,VERB,通用商務動詞
standard,n,GENN,一般名詞
standpoint,n,GENN,一般名詞
staple,n,GENN,一般名詞
state,n,GOV,政府／公共事務
statement,n,FIN,財務／會計
station,n,GENN,一般名詞
stationary,a,GENADJ,一般形容詞
stationery,n,WORK,職場／辦公室日常
statistics,n,GENN,一般名詞
status,n,GENN,一般名詞
steadfast,a,GENADJ,一般形容詞
steady,a,GENADJ,一般形容詞
steam,n,GENN,一般名詞
stem,v,VERB,通用商務動詞
stick,n,GENN,一般名詞
stock,n,BANK|ORDER,銀行與投資、採購／訂單
storage,n,GENN,一般名詞
store,n,SHOP,購物與零售
storm,n,WEATHER,天氣與環境
stormy,a,WEATHER,天氣與環境
storyline,n,GENN,一般名詞
stout,a,GENADJ,一般形容詞
straight,a,GENADJ,一般形容詞
straightforward,a,GENADJ,一般形容詞
strategy,n,MKT,行銷與業務
stream,n,GENN,一般名詞
streamline,a,GENADJ,一般形容詞
strength,n,GENN,一般名詞
strengthen,v,VERB,通用商務動詞
stress,n,GENN,一般名詞
stretch,n,GENN,一般名詞
strike,v,VERB,通用商務動詞
strive,v,VERB,通用商務動詞
structure,n,GENN,一般名詞
study,n,EDU,教育與學術
style,n,GENN,一般名詞
subject,n,GENN,一般名詞
subjectively,ad,GENADV,一般副詞
submit,v,VERB,通用商務動詞
subordinate,a,GENADJ,一般形容詞
subscribe,v,VERB,通用商務動詞
subscription,n,GENN,一般名詞
subside,v,VERB,通用商務動詞
subsidiary,a,GENADJ,一般形容詞
subsidize,v,FIN,財務／會計
subsidy,n,FIN,財務／會計
substantial,a,GENADJ,一般形容詞
substantiate,v,VERB,通用商務動詞
substitute,n,GENN,一般名詞
subtract,v,VERB,通用商務動詞
subway,n,TRAVEL,差旅與交通
succeed,v,VERB,通用商務動詞
success,n,GENN,一般名詞
suggest,v,VERB,通用商務動詞
suggestion,n,GENN,一般名詞
suit,n,GENN,一般名詞
suitable,a,GENADJ,一般形容詞
suitcase,n,TRAVEL,差旅與交通
suite,n,HOTEL,飯店與住宿
sum,n,GENN,一般名詞
summarize,v,VERB,通用商務動詞
superb,a,GENADJ,一般形容詞
superior,a,GENADJ,一般形容詞
supervise,v,VERB,通用商務動詞
supervisor,n,TITLE,職稱與部門角色
supervisory,a,TITLE,職稱與部門角色
supplement,n,GENN,一般名詞
supplementary,a,GENADJ,一般形容詞
supplier,n,TITLE|ORDER,職稱與部門角色、採購／訂單
supply,n,MKT|LOG,行銷與業務、物流與運輸
support,v,CS,客戶服務
supportive,a,GENADJ,一般形容詞
suppose,v,VERB,通用商務動詞
surely,ad,GENADV,一般副詞
surface,n,GENN,一般名詞
surmise,v,VERB,通用商務動詞
surplus,n,FIN,財務／會計
surprise,v,VERB,通用商務動詞
survey,n,GENN,一般名詞
survive,v,VERB,通用商務動詞
susceptible,a,GENADJ,一般形容詞
suspect,v,VERB,通用商務動詞
suspend,v,VERB,通用商務動詞
sustain,v,VERB,通用商務動詞
sweater,n,GENN,一般名詞
swift,a,GENADJ,一般形容詞
switch,n,GENN,一般名詞
sympathetic,a,EMOTION,情緒與個性形容詞
sympathize,v,VERB,通用商務動詞
sympathy,n,EMOTION,情緒與個性形容詞
symposium,n,MEET,會議與簡報
synthesis,n,GENN,一般名詞
system,n,TECH,科技與電腦
systematically,ad,GENADV,一般副詞
tackle,v,VERB,通用商務動詞
tactful,a,GENADJ,一般形容詞
tactic,n,GENN,一般名詞
tag,n,GENN,一般名詞
tailor,n,GENN,一般名詞
take,v,VERB,通用商務動詞
takeout,n,GENN,一般名詞
takeover,n,GENN,一般名詞
talk,v,VERB,通用商務動詞
talkative,a,EMOTION,情緒與個性形容詞
tangible,a,GENADJ,一般形容詞
tank,n,GENN,一般名詞
tap,n,GENN,一般名詞
tape,n,GENN,一般名詞
target,n,MKT,行銷與業務
task,n,GENN,一般名詞
taste,n,FOOD,餐飲
tax,n,FIN|GOV,財務／會計、政府／公共事務
tear,v,VERB,通用商務動詞
tease,v,VERB,通用商務動詞
technicality,n,GENN,一般名詞
technician,n,TITLE,職稱與部門角色
technique,n,GENN,一般名詞
technological,a,TECH,科技與電腦
technology,n,TECH,科技與電腦
temper,n,GENN,一般名詞
temporary,a,TIME,時間／頻率／程度副詞
tenant,n,TITLE|HOME,職稱與部門角色、居家／房間／家具
tender,a,ORDER,採購／訂單
tense,a,GENADJ,一般形容詞
tension,n,GENN,一般名詞
tentative,a,GENADJ,一般形容詞
tenure,n,GENN,一般名詞
term,n,GENN,一般名詞
terminal,a,TRAVEL,差旅與交通
terminology,n,GENN,一般名詞
terrible,a,GENADJ,一般形容詞
territory,n,GENN,一般名詞
testify,v,VERB,通用商務動詞
testimonial,n,GENN,一般名詞
thorough,a,GENADJ,一般形容詞
thoroughness,n,GENN,一般名詞
though,conj,FUNC,連接詞／介系詞等功能詞
thought,n,GENN,一般名詞
thread,n,GENN,一般名詞
threat,n,GENN,一般名詞
thrive,v,VERB,通用商務動詞
throughout,prep,FUNC,連接詞／介系詞等功能詞
thus,ad,GENADV,一般副詞
ticket,n,TRAVEL,差旅與交通
tie,v,VERB,通用商務動詞
tight,a,GENADJ,一般形容詞
time,n,GENN,一般名詞
timeliness,n,GENN,一般名詞
titl,n,GENN,一般名詞
token,n,GENN,一般名詞
toll,n,GENN,一般名詞
tool,n,WORK,職場／辦公室日常
top,n,GENN,一般名詞
topic,n,GENN,一般名詞
total,a,GENADJ,一般形容詞
tour,n,ARTS,藝術娛樂／運動休閒
tow,v,VERB,通用商務動詞
town,n,GENN,一般名詞
track,n,LOG,物流與運輸
trade,n,GENN,一般名詞
tradition,n,GENN,一般名詞
traditional,a,GENADJ,一般形容詞
trail,v,VERB,通用商務動詞
transact,v,VERB,通用商務動詞
transaction,n,BANK,銀行與投資
transfer,v,BANK|TRAVEL,銀行與投資、差旅與交通
trash,n,GENN,一般名詞
travel,v,TRAVEL,差旅與交通
traveler,n,TRAVEL,差旅與交通
treasure,n,GENN,一般名詞
treat,v,HEALTH,醫療與健康
treatment,n,HEALTH,醫療與健康
treaty,n,GENN,一般名詞
tremendous,a,GENADJ,一般形容詞
trial,n,GENN,一般名詞
triangle,n,GENN,一般名詞
tribal,a,GENADJ,一般形容詞
tribe,n,GENN,一般名詞
trivial,a,GENADJ,一般形容詞
truly,ad,GENADV,一般副詞
trust,n,EMOTION,情緒與個性形容詞
trustee,n,GENN,一般名詞
turnover,n,GENN,一般名詞
twice,ad,GENADV,一般副詞
two-sided,a,GENADJ,一般形容詞
type,n,GENN,一般名詞
typical,a,GENADJ,一般形容詞
typo,n,GENN,一般名詞
ultimate,a,GENADJ,一般形容詞
ultimately,ad,GENADV,一般副詞
ultra,a,GENADJ,一般形容詞
unable,a,GENADJ,一般形容詞
unacceptable,a,GENADJ,一般形容詞
unaccountable,a,GENADJ,一般形容詞
unaccustomed,a,GENADJ,一般形容詞
unauthorized,a,GENADJ,一般形容詞
unaware,a,GENADJ,一般形容詞
unbalance,v,VERB,通用商務動詞
unbeatable,a,GENADJ,一般形容詞
unbiased,a,GENADJ,一般形容詞
uncertain,a,GENADJ,一般形容詞
uncertainty,n,GENN,一般名詞
unconventional,a,GENADJ,一般形容詞
underestimate,v,VERB,通用商務動詞
underground,a,GENADJ,一般形容詞
underline,v,VERB,通用商務動詞
understand,v,VERB,通用商務動詞
understatement,n,GENN,一般名詞
underway,a,GENADJ,一般形容詞
unfair,a,GENADJ,一般形容詞
unforeseen,ad,GENADV,一般副詞
unfortunately,ad,GENADV,一般副詞
uniform,n,WORK|SHOP,職場／辦公室日常、購物與零售
unify,v,VERB,通用商務動詞
unimaginable,a,GENADJ,一般形容詞
union,n,GENN,一般名詞
unique,a,GENADJ,一般形容詞
uniquely,ad,GENADV,一般副詞
uniqueness,n,GENN,一般名詞
unit,n,GENN,一般名詞
unite,v,VERB,通用商務動詞
university,n,EDU,教育與學術
unless,prep,FUNC,連接詞／介系詞等功能詞
unlimited,a,GENADJ,一般形容詞
unlock,v,VERB,通用商務動詞
unnecessary,a,GENADJ,一般形容詞
unsanitary,a,GENADJ,一般形容詞
unsatisfactory,a,GENADJ,一般形容詞
upcoming,a,GENADJ,一般形容詞
update,v,TECH,科技與電腦
upgrade,v,TECH,科技與電腦
upon,prep,FUNC,連接詞／介系詞等功能詞
upwards,ad,GENADV,一般副詞
urban,a,GOV,政府／公共事務
urbanize,v,VERB,通用商務動詞
urgent,a,GENADJ,一般形容詞
use,v,VERB,通用商務動詞
useful,a,GENADJ,一般形容詞
useless,a,GENADJ,一般形容詞
usual,a,GENADJ,一般形容詞
usually,ad,TIME,時間／頻率／程度副詞
utilization,n,GENN,一般名詞
utilize,v,VERB,通用商務動詞
vacancy,n,HR|HOTEL,人資／招聘、飯店與住宿
vacant,a,HR,人資／招聘
vacation,n,ARTS,藝術娛樂／運動休閒
vaccinate,v,HEALTH,醫療與健康
vaccination,n,HEALTH,醫療與健康
vain,a,EMOTION,情緒與個性形容詞
valid,a,GENADJ,一般形容詞
validat,v,VERB,通用商務動詞
valuable,a,GENADJ,一般形容詞
value,n,GENN,一般名詞
van,n,GENN,一般名詞
vandalize,v,VERB,通用商務動詞
variable,a,GENADJ,一般形容詞
variation,n,GENN,一般名詞
variety,n,GENN,一般名詞
various,a,GENADJ,一般形容詞
vary,v,VERB,通用商務動詞
vas,a,GENADJ,一般形容詞
vegetable,n,FOOD,餐飲
vegetarian,n,FOOD,餐飲
vehicle,a,TRAVEL,差旅與交通
veil,n,GENN,一般名詞
vend,v,VERB,通用商務動詞
vendor,n,TITLE|ORDER,職稱與部門角色、採購／訂單
venture,n,GENN,一般名詞
verify,v,VERB,通用商務動詞
versatile,a,GENADJ,一般形容詞
version,n,WORK|TECH,職場／辦公室日常、科技與電腦
vessel,n,GENN,一般名詞
via,prep,FUNC,連接詞／介系詞等功能詞
viable,a,GENADJ,一般形容詞
vice,v,VERB,通用商務動詞
victim,n,GENN,一般名詞
viewpoint,n,GENN,一般名詞
violation,n,LEGAL,法律與合約
virtual,a,GENADJ,一般形容詞
visibility,n,GENN,一般名詞
visible,a,GENADJ,一般形容詞
visit,v,VERB,通用商務動詞
visitor,n,GENN,一般名詞
visual,a,GENADJ,一般形容詞
vita,a,GENADJ,一般形容詞
vivid,a,GENADJ,一般形容詞
vocabulary,n,GENN,一般名詞
voice,n,GENN,一般名詞
volatile,a,GENADJ,一般形容詞
volunteer,n,GENN,一般名詞
voucher,n,MKT|SHOP,行銷與業務、購物與零售
voyage,n,TRAVEL,差旅與交通
wage,v,HR,人資／招聘
wagon,n,GENN,一般名詞
waist,n,GENN,一般名詞
wait,v,VERB,通用商務動詞
waiter,n,TITLE|FOOD,職稱與部門角色、餐飲
waitress,n,TITLE|FOOD,職稱與部門角色、餐飲
waive,v,VERB,通用商務動詞
wallet,n,GENN,一般名詞
wallpaper,n,HOME,居家／房間／家具
warehouse,n,MFG|LOG,生產與製造、物流與運輸
warm,a,GENADJ,一般形容詞
warn,v,VERB,通用商務動詞
warning,n,GENN,一般名詞
warranty,n,CS,客戶服務
waste,v,VERB,通用商務動詞
watch,n,GENN,一般名詞
wave,n,GENN,一般名詞
waver,v,VERB,通用商務動詞
weak,a,GENADJ,一般形容詞
weakness,n,GENN,一般名詞
wealth,n,GENN,一般名詞
weight,n,GENN,一般名詞
whereas,conj,FUNC,連接詞／介系詞等功能詞
whether,conj,FUNC,連接詞／介系詞等功能詞
whole,a,GENADJ,一般形容詞
widespread,a,GENADJ,一般形容詞
width,n,GENN,一般名詞
willingness,n,EMOTION,情緒與個性形容詞
wire,n,GENN,一般名詞
withdraw,v,BANK,銀行與投資
withdrawal,n,BANK,銀行與投資
within,prep,FUNC,連接詞／介系詞等功能詞
withstand,v,VERB,通用商務動詞
witness,n,GENN,一般名詞
wo,v,VERB,通用商務動詞
woeful,a,GENADJ,一般形容詞
wonder,v,VERB,通用商務動詞
work,v,VERB,通用商務動詞
workaholic,n,GENN,一般名詞
workshop,n,WORK|MEET|MFG,職場／辦公室日常、會議與簡報、生產與製造
world,n,GENN,一般名詞
worldwide,a,GENADJ,一般形容詞
worry,v,EMOTION,情緒與個性形容詞
wrist,n,GENN,一般名詞
x-ray,n,GENN,一般名詞
yacht,n,GENN,一般名詞
yard,n,HOME,居家／房間／家具
yawn,n,GENN,一般名詞
year-end,n,GENN,一般名詞
yearly,a,GENADJ,一般形容詞
yearn,v,VERB,通用商務動詞
yearningly,ad,GENADV,一般副詞
yield,v,VERB,通用商務動詞
youngster,n,GENN,一般名詞
youth,n,GENN,一般名詞
youthful,a,GENADJ,一般形容詞
zip,v,VERB,通用商務動詞
zone,n,GENN,一般名詞
zoom,v,VERB,通用商務動詞
zoom-in,v,VERB,通用商務動詞
